  0%|                                                                                 | 0/114 [00:00<?, ?it/s]WARNING:transformers_modules.GPTNeoX-160m.modeling_custom:`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`...
                                                                                                              
{'loss': 10.9376, 'grad_norm': 3.921875, 'learning_rate': 2.4999999999999998e-05, 'epoch': 0.03}
{'loss': 10.958, 'grad_norm': 3.75, 'learning_rate': 4.9999999999999996e-05, 'epoch': 0.05}
{'loss': 10.7976, 'grad_norm': 3.6875, 'learning_rate': 7.5e-05, 'epoch': 0.08}
{'loss': 10.4562, 'grad_norm': 2.6875, 'learning_rate': 9.999999999999999e-05, 'epoch': 0.1}
{'loss': 10.1238, 'grad_norm': 2.3125, 'learning_rate': 0.000125, 'epoch': 0.13}
{'loss': 10.0043, 'grad_norm': 1.9296875, 'learning_rate': 0.00015, 'epoch': 0.16}
{'loss': 9.7685, 'grad_norm': 1.9921875, 'learning_rate': 0.000175, 'epoch': 0.18}
{'loss': 9.683, 'grad_norm': 1.734375, 'learning_rate': 0.00019999999999999998, 'epoch': 0.21}
{'loss': 9.6538, 'grad_norm': 1.609375, 'learning_rate': 0.000225, 'epoch': 0.23}
{'loss': 9.4038, 'grad_norm': 1.6328125, 'learning_rate': 0.00025, 'epoch': 0.26}
{'loss': 9.3007, 'grad_norm': 1.6328125, 'learning_rate': 0.00027499999999999996, 'epoch': 0.29}
{'loss': 9.0843, 'grad_norm': 1.625, 'learning_rate': 0.0003, 'epoch': 0.31}
{'loss': 8.8582, 'grad_norm': 1.5, 'learning_rate': 0.0002999288579570049, 'epoch': 0.34}
{'loss': 8.8463, 'grad_norm': 1.234375, 'learning_rate': 0.0002997154993105566, 'epoch': 0.36}
{'loss': 8.6874, 'grad_norm': 1.140625, 'learning_rate': 0.00029936012644425517, 'epoch': 0.39}
{'loss': 8.4545, 'grad_norm': 1.1875, 'learning_rate': 0.0002988630764507904, 'epoch': 0.42}
{'loss': 8.3385, 'grad_norm': 1.03125, 'learning_rate': 0.00029822482081218887, 'epoch': 0.44}
{'loss': 8.2573, 'grad_norm': 1.0078125, 'learning_rate': 0.00029744596495258525, 'epoch': 0.47}
{'loss': 8.0353, 'grad_norm': 1.0546875, 'learning_rate': 0.00029652724766394007, 'epoch': 0.49}
{'loss': 7.9072, 'grad_norm': 0.94140625, 'learning_rate': 0.0002954695404052514, 'epoch': 0.52}
{'loss': 7.9428, 'grad_norm': 0.82421875, 'learning_rate': 0.00029427384647592284, 'epoch': 0.55}
{'loss': 7.7585, 'grad_norm': 1.2421875, 'learning_rate': 0.0002929413000640735, 'epoch': 0.57}
{'loss': 7.7653, 'grad_norm': 0.6796875, 'learning_rate': 0.00029147316517069157, 'epoch': 0.6}
{'loss': 7.8018, 'grad_norm': 0.671875, 'learning_rate': 0.0002898708344106533, 'epoch': 0.62}
{'loss': 7.71, 'grad_norm': 0.65234375, 'learning_rate': 0.000288135827691743, 'epoch': 0.65}
{'loss': 7.7348, 'grad_norm': 0.71484375, 'learning_rate': 0.0002862697907729285, 'epoch': 0.68}
{'loss': 7.7243, 'grad_norm': 0.65625, 'learning_rate': 0.00028427449370325937, 'epoch': 0.7}
{'loss': 7.7054, 'grad_norm': 1.9609375, 'learning_rate': 0.00028215182914286766, 'epoch': 0.73}
{'loss': 7.5754, 'grad_norm': 0.75, 'learning_rate': 0.0002799038105676658, 'epoch': 0.75}
{'loss': 7.6346, 'grad_norm': 0.58203125, 'learning_rate': 0.0002775325703594421, 'epoch': 0.78}
{'loss': 7.6409, 'grad_norm': 0.74609375, 'learning_rate': 0.0002750403577831679, 'epoch': 0.81}
{'loss': 7.5813, 'grad_norm': 0.7109375, 'learning_rate': 0.00027242953685343327, 'epoch': 0.83}
{'loss': 7.5724, 'grad_norm': 0.56640625, 'learning_rate': 0.00026970258409203594, 'epoch': 0.86}
{'loss': 7.4422, 'grad_norm': 0.64453125, 'learning_rate': 0.00026686208617885055, 'epoch': 0.88}
{'loss': 7.4456, 'grad_norm': 0.7421875, 'learning_rate': 0.00026391073749820607, 'epoch': 0.91}
{'loss': 7.5317, 'grad_norm': 0.65234375, 'learning_rate': 0.00026085133758309883, 'epoch': 0.94}
{'loss': 7.4299, 'grad_norm': 0.76953125, 'learning_rate': 0.0002576867884596663, 'epoch': 0.96}
{'loss': 7.4774, 'grad_norm': 0.75390625, 'learning_rate': 0.000254420091894439, 'epoch': 0.99}
                                                                                                              
{'eval_loss': 7.446563243865967, 'eval_runtime': 327.3995, 'eval_samples_per_second': 45.816, 'eval_steps_per_second': 5.727, 'epoch': 0.99}
{'loss': 7.3638, 'grad_norm': 0.5703125, 'learning_rate': 0.00025105434654698356, 'epoch': 1.01}
{'loss': 7.3881, 'grad_norm': 0.56640625, 'learning_rate': 0.0002475927450306363, 'epoch': 1.04}
{'loss': 7.1579, 'grad_norm': 0.63671875, 'learning_rate': 0.000244038570884116, 'epoch': 1.06}
{'loss': 7.2155, 'grad_norm': 0.9140625, 'learning_rate': 0.00024039519545688846, 'epoch': 1.09}
{'loss': 7.1602, 'grad_norm': 0.73046875, 'learning_rate': 0.00023666607471123767, 'epoch': 1.12}
{'loss': 7.2267, 'grad_norm': 0.7421875, 'learning_rate': 0.00023285474594407585, 'epoch': 1.14}
